title,company,role,city,work_mode,experience,exp_min,exp_max,exp_avg,salary,description,skills,url,combined_text,extracted_skills,skill_count,skills_list,extracted_skills_str
Machine Learning Engineer,Epsilon Data Management,ML Engineer,Bengaluru,On-site,3-8 Yrs,3,8,5.5,Not disclosed,He /she should be able to communicate findings and the way techniques work in a manner ...,"unix, computer science, automation, linux, data management, data modeling, machine learning, analytics",https://www.naukri.com/job-listings-machine-learning-engineer-epsilon-asia-group-of-companies-bengaluru-3-to-8-years-100226504019,"He /she should be able to communicate findings and the way techniques work in a manner ... unix, computer science, automation, linux, data management, data modeling, machine learning, analytics",[],8,"['unix', 'computer science', 'automation', 'linux', 'data management', 'data modeling', 'machine learning', 'analytics']","unix, computer science, automation, linux, data management, data modeling, machine learning, analytics"
Machine Learning Engineer,Leading Global IT Service and Consulting Organisation,ML Engineer,Bengaluru,On-site,6-10 Yrs,6,10,8.0,Not disclosed,Years of Experience: 6.0-10.0 YearsJob Title: Machine Learning Engineer (Python Coding...,"mlops, machine learning algorithms, machine learning, python, data modeling, ml algorithms, sql, machine",https://www.naukri.com/job-listings-machine-learning-engineer-anlage-infotech-bengaluru-6-to-10-years-251125028466,"Years of Experience: 6.0-10.0 YearsJob Title: Machine Learning Engineer (Python Coding... mlops, machine learning algorithms, machine learning, python, data modeling, ml algorithms, sql, machine",[],8,"['mlops', 'machine learning algorithms', 'machine learning', 'python', 'data modeling', 'ml algorithms', 'sql', 'machine']","mlops, machine learning algorithms, machine learning, python, data modeling, ml algorithms, sql, machine"
Machine Learning Engineer,CGI,ML Engineer,Bengaluru,On-site,3-8 Yrs,3,8,5.5,Not disclosed,Education Qualification: . Bachelors degree in Computer Science or related field or hig...,"machine learning, kubernetes, python, natural language processing, nltk, numpy, artificial intelligence, docker",https://www.naukri.com/job-listings-machine-learning-engineer-cgi-information-systems-and-management-consultants-private-limited-bengaluru-3-to-8-years-030226935636,"Education Qualification: . Bachelors degree in Computer Science or related field or hig... machine learning, kubernetes, python, natural language processing, nltk, numpy, artificial intelligence, docker",[],8,"['machine learning', 'kubernetes', 'python', 'natural language processing', 'nltk', 'numpy', 'artificial intelligence', 'docker']","machine learning, kubernetes, python, natural language processing, nltk, numpy, artificial intelligence, docker"
Machine Learning Engineer,TAC Security,ML Engineer,Mumbai,On-site,2-7 Yrs,2,7,4.5,Not disclosed,Ensures software applications are built with quality while conforming to corporate and...,"san, deep learning, artificial intelligence, mysql, machine learning, data analytics, data visualization, vulnerability management",https://www.naukri.com/job-listings-machine-learning-engineer-tac-security-mumbai-pune-2-to-7-years-220623500177,"Ensures software applications are built with quality while conforming to corporate and... san, deep learning, artificial intelligence, mysql, machine learning, data analytics, data visualization, vulnerability management",[],8,"['san', 'deep learning', 'artificial intelligence', 'mysql', 'machine learning', 'data analytics', 'data visualization', 'vulnerability management']","san, deep learning, artificial intelligence, mysql, machine learning, data analytics, data visualization, vulnerability management"
Machine Learning Engineer - Application AI Apps Product Engineering,SAP,ML Engineer,Bengaluru,On-site,4-6 Yrs,4,6,5.0,Not disclosed,"Bachelor s degree in Computer Science, Mathematics, Physics, or related field (or equiv...","continuous integration, cd, python, mathematics, golang, system design, ci/cd, engineering",https://www.naukri.com/job-listings-machine-learning-engineer-application-ai-apps-product-engineering-sap-india-pvt-ltd-bengaluru-4-to-6-years-180925501922,"Bachelor s degree in Computer Science, Mathematics, Physics, or related field (or equiv... continuous integration, cd, python, mathematics, golang, system design, ci/cd, engineering",[],8,"['continuous integration', 'cd', 'python', 'mathematics', 'golang', 'system design', 'ci/cd', 'engineering']","continuous integration, cd, python, mathematics, golang, system design, ci/cd, engineering"
Machine Learning Engineer,Bsri Solutions,ML Engineer,Chennai,On-site,2-5 Yrs,2,5,3.5,Not disclosed,"Qualifications: Bachelors / Masters in Computer Science, Data Science, AI or related fi...","computer science, rss, data science, analytical, application programming, machine learning, power bi, deployment",https://www.naukri.com/job-listings-machine-learning-engineer-bsri-solutions-pvt-ltd-chennai-2-to-5-years-180226500444,"Qualifications: Bachelors / Masters in Computer Science, Data Science, AI or related fi... computer science, rss, data science, analytical, application programming, machine learning, power bi, deployment",[],8,"['computer science', 'rss', 'data science', 'analytical', 'application programming', 'machine learning', 'power bi', 'deployment']","computer science, rss, data science, analytical, application programming, machine learning, power bi, deployment"
Machine Learning Engineer (Agentic AI & LLMs),Ellicium Solutions,ML Engineer,Pune,On-site,9-12 Yrs,9,12,10.5,Not disclosed,The ideal candidate will have practical experience designing and deploying agentic flow...,"prototype, nosql, orchestration, consulting, machine learning, mongodb, open source, downstream",https://www.naukri.com/job-listings-machine-learning-engineer-agentic-ai-llms-ellicium-solutions-private-limited-pune-9-to-12-years-040226500190,"The ideal candidate will have practical experience designing and deploying agentic flow... prototype, nosql, orchestration, consulting, machine learning, mongodb, open source, downstream",[],8,"['prototype', 'nosql', 'orchestration', 'consulting', 'machine learning', 'mongodb', 'open source', 'downstream']","prototype, nosql, orchestration, consulting, machine learning, mongodb, open source, downstream"
Machine learning engineer,Solitude Beacon Technologies,ML Engineer,Remote,Remote,5-10 Yrs,5,10,7.5,Not disclosed,Experience: 5+ Years . Education: Master s Degree Required . Job Summary . We are seeki...,"opencv, deepsort, image processing, computer vision, object detection, cnn, yolo, kalman filtering",https://www.naukri.com/job-listings-machine-learning-engineer-solitude-beacon-technologies-pvt-ltd-hyderabad-5-to-10-years-170226042686,"Experience: 5+ Years . Education: Master s Degree Required . Job Summary . We are seeki... opencv, deepsort, image processing, computer vision, object detection, cnn, yolo, kalman filtering",[],8,"['opencv', 'deepsort', 'image processing', 'computer vision', 'object detection', 'cnn', 'yolo', 'kalman filtering']","opencv, deepsort, image processing, computer vision, object detection, cnn, yolo, kalman filtering"
Machine Learning Engineer (Agentic AI & LLMs),Cogniwize,ML Engineer,Pune,On-site,9-12 Yrs,9,12,10.5,Not disclosed,The ideal candidate will have practical experience designing and deploying agentic flow...,"prototype, nosql, orchestration, consulting, machine learning, mongodb, open source, downstream",https://www.naukri.com/job-listings-machine-learning-engineer-agentic-ai-llms-cogniwize-pune-9-to-12-years-071125502016,"The ideal candidate will have practical experience designing and deploying agentic flow... prototype, nosql, orchestration, consulting, machine learning, mongodb, open source, downstream",[],8,"['prototype', 'nosql', 'orchestration', 'consulting', 'machine learning', 'mongodb', 'open source', 'downstream']","prototype, nosql, orchestration, consulting, machine learning, mongodb, open source, downstream"
Machine Learning Engineer,Tata Consultancy Services,ML Engineer,Noida,On-site,6-11 Yrs,6,11,8.5,Not disclosed,"Role: Machine learning EngineerLocation: Noida, ChennaiExp: 6-9 yearsSkills: Machine le...","artificial intelligence, machine learning, python, machine, intelligence",https://www.naukri.com/job-listings-machine-learning-engineer-tata-consultancy-services-noida-chennai-6-to-11-years-280126034450,"Role: Machine learning EngineerLocation: Noida, ChennaiExp: 6-9 yearsSkills: Machine le... artificial intelligence, machine learning, python, machine, intelligence",[],5,"['artificial intelligence', 'machine learning', 'python', 'machine', 'intelligence']","artificial intelligence, machine learning, python, machine, intelligence"
Data Scientist/Machine Learning(AI) Engineer,Grintex,ML Engineer,Gurugram,On-site,4-5 Yrs,4,5,4.5,Not disclosed,Bachelor or Masters in Computer Science / Computer . Engineering / Mathematics / Statis...,"computer science, usage, image processing, opencv, machine learning, data analytics, mathematics, statistics",https://www.naukri.com/job-listings-data-scientist-machine-learning-ai-engineer-grintex-india-gurugram-4-to-5-years-291025503458,"Bachelor or Masters in Computer Science / Computer . Engineering / Mathematics / Statis... computer science, usage, image processing, opencv, machine learning, data analytics, mathematics, statistics",[],8,"['computer science', 'usage', 'image processing', 'opencv', 'machine learning', 'data analytics', 'mathematics', 'statistics']","computer science, usage, image processing, opencv, machine learning, data analytics, mathematics, statistics"
Staff Machine Learning Engineer,HMH Technology Private Limited,ML Engineer,Pune,On-site,8-12 Yrs,8,12,10.0,Not disclosed,"Proficiency in Python and ML libraries (scikit-learn, TensorFlow, PyTorch)Preferred Exp...","machine learning, kubernetes, mlops, python, version control, ai, cloud platforms, docker",https://www.naukri.com/job-listings-staff-machine-learning-engineer-houghton-mifflin-harcourt-technology-private-limit-ed-pune-8-to-12-years-220126934232,"Proficiency in Python and ML libraries (scikit-learn, TensorFlow, PyTorch)Preferred Exp... machine learning, kubernetes, mlops, python, version control, ai, cloud platforms, docker",[],8,"['machine learning', 'kubernetes', 'mlops', 'python', 'version control', 'ai', 'cloud platforms', 'docker']","machine learning, kubernetes, mlops, python, version control, ai, cloud platforms, docker"
Artificial Intelligence/Machine Learning Engineer,Sisl Infotech,ML Engineer,New Delhi,On-site,2-7 Yrs,2,7,4.5,Not disclosed,We are looking for a highly skilled and motivated Artificial Intelligence / Machine Lea...,"algorithms, c++, python, natural language processing, solution development, problem solving, data pipeline, machine learning",https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-engineer-sisl-infotech-pvt-ltd-new-delhi-2-to-7-years-061125506389,"We are looking for a highly skilled and motivated Artificial Intelligence / Machine Lea... algorithms, c++, python, natural language processing, solution development, problem solving, data pipeline, machine learning",[],8,"['algorithms', 'c++', 'python', 'natural language processing', 'solution development', 'problem solving', 'data pipeline', 'machine learning']","algorithms, c++, python, natural language processing, solution development, problem solving, data pipeline, machine learning"
Artificial Intelligence/Machine Learning Engineer,Sisl Infotech,ML Engineer,New Delhi,On-site,4-9 Yrs,4,9,6.5,Not disclosed,We are looking for a highly skilled and motivated Artificial Intelligence / Machine Lea...,"algorithms, c++, python, natural language processing, solution development, problem solving, data pipeline, machine learning",https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-engineer-sisl-infotech-pvt-ltd-new-delhi-4-to-9-years-061125506386,"We are looking for a highly skilled and motivated Artificial Intelligence / Machine Lea... algorithms, c++, python, natural language processing, solution development, problem solving, data pipeline, machine learning",[],8,"['algorithms', 'c++', 'python', 'natural language processing', 'solution development', 'problem solving', 'data pipeline', 'machine learning']","algorithms, c++, python, natural language processing, solution development, problem solving, data pipeline, machine learning"
Machine Learning Engineer (AI Solutions),Sharda Consultancy Services,ML Engineer,Gurugram,On-site,1-2 Yrs,1,2,1.5,5-7 Lacs PA,We Are Looking Experienced skilled Machine Learning Engineer For AI solutions (1 - 2 ye...,"tensorflow, artificial intelligence, machine learning, scikit-learn, python, pytorch, ai solutions, intelligence",https://www.naukri.com/job-listings-machine-learning-engineer-ai-solutions-sharda-consultancy-services-gurugram-1-to-2-years-100226017051,"We Are Looking Experienced skilled Machine Learning Engineer For AI solutions (1 - 2 ye... tensorflow, artificial intelligence, machine learning, scikit-learn, python, pytorch, ai solutions, intelligence",[],8,"['tensorflow', 'artificial intelligence', 'machine learning', 'scikit-learn', 'python', 'pytorch', 'ai solutions', 'intelligence']","tensorflow, artificial intelligence, machine learning, scikit-learn, python, pytorch, ai solutions, intelligence"
Machine Learning Engineer,Iris Software,ML Engineer,Noida,Hybrid,5-8 Yrs,5,8,6.5,15-30 Lacs PA,"Working at Iris: Be valued, be inspired, be your best. At Iris Software, we invest in a...","tensorflow, artificial intelligence, aws sagemaker, machine learning, python, pytorch, machine learning algorithms, ml deployment",https://www.naukri.com/job-listings-machine-learning-engineer-iris-software-noida-gurugram-delhi-ncr-5-to-8-years-130126035411,"Working at Iris: Be valued, be inspired, be your best. At Iris Software, we invest in a... tensorflow, artificial intelligence, aws sagemaker, machine learning, python, pytorch, machine learning algorithms, ml deployment",[],8,"['tensorflow', 'artificial intelligence', 'aws sagemaker', 'machine learning', 'python', 'pytorch', 'machine learning algorithms', 'ml deployment']","tensorflow, artificial intelligence, aws sagemaker, machine learning, python, pytorch, machine learning algorithms, ml deployment"
Machine Learning/Artificial Intelligence Engineer,Barclaycard Payments,ML Engineer,Pune,On-site,2-5 Yrs,2,5,3.5,Not disclosed,"Good years of experience in IT with background in Development, Machine Learning and / o...","rest, data analysis, natural language processing, software testing, predictive analytics, microsoft azure, cloud platforms, bert",https://www.naukri.com/job-listings-machine-learning-artificial-intelligence-engineer-barclaycard-payments-pune-2-to-5-years-181225502275,"Good years of experience in IT with background in Development, Machine Learning and / o... rest, data analysis, natural language processing, software testing, predictive analytics, microsoft azure, cloud platforms, bert",[],8,"['rest', 'data analysis', 'natural language processing', 'software testing', 'predictive analytics', 'microsoft azure', 'cloud platforms', 'bert']","rest, data analysis, natural language processing, software testing, predictive analytics, microsoft azure, cloud platforms, bert"
Machine Learning/Artificial Intelligence Engineer,Barclays,ML Engineer,Pune,On-site,2-7 Yrs,2,7,4.5,Not disclosed,". Should have hands-on experience of NLP / AI/ML tool & technologies GPT, BERT or other...","data analysis, data management, coding, xml, machine learning, json, data quality, unit testing",https://www.naukri.com/job-listings-machine-learning-artificial-intelligence-engineer-barclays-shared-services-pune-2-to-7-years-151225502226,". Should have hands-on experience of NLP / AI/ML tool & technologies GPT, BERT or other... data analysis, data management, coding, xml, machine learning, json, data quality, unit testing",[],8,"['data analysis', 'data management', 'coding', 'xml', 'machine learning', 'json', 'data quality', 'unit testing']","data analysis, data management, coding, xml, machine learning, json, data quality, unit testing"
Machine Learning Engineer \/ Data Scientist,Datamaze Solutions,ML Engineer,Hyderabad,On-site,3-5 Yrs,3,5,4.0,Not disclosed,"""comp-m9frapza4"":{""html"":"" . Education: .Bachelor s or Master s degree in Computer Scie...","computer science, computer vision, data science, time series analysis, analytical, machine learning, html, natural language processing",https://www.naukri.com/job-listings-machine-learning-engineer-data-scientist-datamaze-solutions-hyderabad-3-to-5-years-200126507531,"""comp-m9frapza4"":{""html"":"" . Education: .Bachelor s or Master s degree in Computer Scie... computer science, computer vision, data science, time series analysis, analytical, machine learning, html, natural language processing",[],8,"['computer science', 'computer vision', 'data science', 'time series analysis', 'analytical', 'machine learning', 'html', 'natural language processing']","computer science, computer vision, data science, time series analysis, analytical, machine learning, html, natural language processing"
Machine Learning Engineer/Python Developer product based MNC@Gurgaon,PYC CONSULTANTS,ML Engineer,Gurugram,On-site,5-10 Yrs,5,10,7.5,40-50 Lacs PA,"5 to 8yrs in Backend Development using PYTHON AI/RAG platform exp. AWS, Deployment Exp....","machine learning, rag, retrieval augmented generation, aws, python, tensorflow, artificial intelligence, natural language processing",https://www.naukri.com/job-listings-machine-learning-engineer-python-developer-product-based-mnc-gurgaon-pyc-consultants-gurugram-5-to-10-years-110226037202,"5 to 8yrs in Backend Development using PYTHON AI/RAG platform exp. AWS, Deployment Exp.... machine learning, rag, retrieval augmented generation, aws, python, tensorflow, artificial intelligence, natural language processing",[],8,"['machine learning', 'rag', 'retrieval augmented generation', 'aws', 'python', 'tensorflow', 'artificial intelligence', 'natural language processing']","machine learning, rag, retrieval augmented generation, aws, python, tensorflow, artificial intelligence, natural language processing"
Machine Learning Engineer,3Shool Technology Consultants,ML Engineer,Remote,Remote,8-10 Yrs,8,10,9.0,15-30 Lacs PA,"Modelling Fundamentals & Linear Regression, Python, Open AI/Generative AI, MLOps Fundam...","linear regression, mlops fundamentals, modelling fundamentals, open ai, generative ai, ci/cd, ct pipelines, azure demo",https://www.naukri.com/job-listings-machine-learning-engineer-3shool-technology-consultants-hyderabad-8-to-10-years-120226021781,"Modelling Fundamentals & Linear Regression, Python, Open AI/Generative AI, MLOps Fundam... linear regression, mlops fundamentals, modelling fundamentals, open ai, generative ai, ci/cd, ct pipelines, azure demo",[],8,"['linear regression', 'mlops fundamentals', 'modelling fundamentals', 'open ai', 'generative ai', 'ci/cd', 'ct pipelines', 'azure demo']","linear regression, mlops fundamentals, modelling fundamentals, open ai, generative ai, ci/cd, ct pipelines, azure demo"
Artificial Intelligence / Machine Learning Engineer,Impronics Technologies,ML Engineer,Noida,On-site,2-6 Yrs,2,6,4.0,Not disclosed,We are seeking a talented and motivated Artificial Intelligence / Machine Learning Engi...,"data analysis, version control, machine learning, agile, data processing, data mining, business solutions, sql",https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-engineer-impronics-technologies-noida-2-to-6-years-110325503774,"We are seeking a talented and motivated Artificial Intelligence / Machine Learning Engi... data analysis, version control, machine learning, agile, data processing, data mining, business solutions, sql",[],8,"['data analysis', 'version control', 'machine learning', 'agile', 'data processing', 'data mining', 'business solutions', 'sql']","data analysis, version control, machine learning, agile, data processing, data mining, business solutions, sql"
Machine Learning Engineer,S&P Global Market Intelligence,ML Engineer,Hyderabad,On-site,3-8 Yrs,3,8,5.5,Not disclosed,"Bachelors degree or higher in Computer Science, Engineering, or a related field3+ years...","machine learning, python, eda, natural language processing, scikit-learn, documentation, information retrieval, jupyter notebook",https://www.naukri.com/job-listings-machine-learning-engineer-s-p-capital-iq-india-pvt-ltd-hyderabad-3-to-8-years-030226927259,"Bachelors degree or higher in Computer Science, Engineering, or a related field3+ years... machine learning, python, eda, natural language processing, scikit-learn, documentation, information retrieval, jupyter notebook",[],8,"['machine learning', 'python', 'eda', 'natural language processing', 'scikit-learn', 'documentation', 'information retrieval', 'jupyter notebook']","machine learning, python, eda, natural language processing, scikit-learn, documentation, information retrieval, jupyter notebook"
Staff Engineer - Machine Learning,Freshworks,ML Engineer,Chennai,On-site,9-14 Yrs,9,14,11.5,Not disclosed,"Qualifications . Education: A Bachelor s or Master s degree in Computer Science, Engine...","computer science, backend, web development, debugging, disaster recovery, machine learning, schema, data structures",https://www.naukri.com/job-listings-staff-engineer-machine-learning-freshworks-chennai-9-to-14-years-200226503441,"Qualifications . Education: A Bachelor s or Master s degree in Computer Science, Engine... computer science, backend, web development, debugging, disaster recovery, machine learning, schema, data structures",[],8,"['computer science', 'backend', 'web development', 'debugging', 'disaster recovery', 'machine learning', 'schema', 'data structures']","computer science, backend, web development, debugging, disaster recovery, machine learning, schema, data structures"
Machine Learning Engineer,Otis,ML Engineer,Bengaluru,Hybrid,6-10 Yrs,6,10,8.0,20-30 Lacs PA,"Bachelor / Master degree in computer science, Engineering, or a related fieldPlatform P...","machine learning, data bricks, python, pyspark, artificial intelligence, microsoft azure, deep learning, intelligence",https://www.naukri.com/job-listings-machine-learning-engineer-otis-bengaluru-6-to-10-years-290126029635,"Bachelor / Master degree in computer science, Engineering, or a related fieldPlatform P... machine learning, data bricks, python, pyspark, artificial intelligence, microsoft azure, deep learning, intelligence",[],8,"['machine learning', 'data bricks', 'python', 'pyspark', 'artificial intelligence', 'microsoft azure', 'deep learning', 'intelligence']","machine learning, data bricks, python, pyspark, artificial intelligence, microsoft azure, deep learning, intelligence"
Machine Learning Engineer,Bright Vision Technologies,ML Engineer,Remote,Remote,3-5 Yrs,3,5,4.0,Not disclosed,. We prefer at least 3 to 5 years of real-time experience,"git, nosql, linux, coding, machine learning, agile, h1b, sql",https://www.naukri.com/job-listings-machine-learning-engineer-bright-vision-technologies-remote-3-to-5-years-100226501975,". We prefer at least 3 to 5 years of real-time experience git, nosql, linux, coding, machine learning, agile, h1b, sql",[],8,"['git', 'nosql', 'linux', 'coding', 'machine learning', 'agile', 'h1b', 'sql']","git, nosql, linux, coding, machine learning, agile, h1b, sql"
Machine Learning Engineer,Bright Vision Technologies,ML Engineer,Remote,Remote,3-5 Yrs,3,5,4.0,Not disclosed,. We prefer at least 3 to 5 years of real-time experience,"git, nosql, linux, coding, machine learning, agile, h1b, sql",https://www.naukri.com/job-listings-machine-learning-engineer-bright-vision-technologies-remote-3-to-5-years-100226501901,". We prefer at least 3 to 5 years of real-time experience git, nosql, linux, coding, machine learning, agile, h1b, sql",[],8,"['git', 'nosql', 'linux', 'coding', 'machine learning', 'agile', 'h1b', 'sql']","git, nosql, linux, coding, machine learning, agile, h1b, sql"
Principal Machine Learning Engineer,Informatica,ML Engineer,Bengaluru,On-site,6-11 Yrs,6,11,8.5,Not disclosed,"Masters degree in Computer Science, Electrical Engineering or related fields with focus...","data management, architecture, neural networks, artificial intelligence, machine learning, cloud, informatica, principal",https://www.naukri.com/job-listings-principal-machine-learning-engineer-informatica-bengaluru-6-to-11-years-221025507876,"Masters degree in Computer Science, Electrical Engineering or related fields with focus... data management, architecture, neural networks, artificial intelligence, machine learning, cloud, informatica, principal",[],8,"['data management', 'architecture', 'neural networks', 'artificial intelligence', 'machine learning', 'cloud', 'informatica', 'principal']","data management, architecture, neural networks, artificial intelligence, machine learning, cloud, informatica, principal"
"Data Science Engineer,Azure AI engineer,Azure Machine learning",Burgeon IT Services,ML Engineer,Hyderabad,Hybrid,8-10 Yrs,8,10,9.0,15-27.5 Lacs PA,Position : Azure AI Engineer. Work Location: Hyderabad / Chennai/Pune. Total Experience...,"azure ai, openai, azure machine learning, generative ai, data science, open ai, azure ai services, azure open ai",https://www.naukri.com/job-listings-data-science-engineer-azure-ai-engineer-azure-machine-learning-burgeon-it-services-hyderabad-pune-chennai-8-to-10-years-210126018087,"Position : Azure AI Engineer. Work Location: Hyderabad / Chennai/Pune. Total Experience... azure ai, openai, azure machine learning, generative ai, data science, open ai, azure ai services, azure open ai",[],8,"['azure ai', 'openai', 'azure machine learning', 'generative ai', 'data science', 'open ai', 'azure ai services', 'azure open ai']","azure ai, openai, azure machine learning, generative ai, data science, open ai, azure ai services, azure open ai"
Artificial Intelligence and Machine Learning Engineer III,Liquidnitro,ML Engineer,Hyderabad,On-site,6-11 Yrs,6,11,8.5,Not disclosed,"Collaborate with data engineering to maintain robust, scalable pipelines that support r...","automation, artificial intelligence, machine learning, engineering manager, data processing, open source, analytics, python",https://www.naukri.com/job-listings-artificial-intelligence-and-machine-learning-engineer-iii-liquidnitro-hyderabad-6-to-11-years-130126507143,"Collaborate with data engineering to maintain robust, scalable pipelines that support r... automation, artificial intelligence, machine learning, engineering manager, data processing, open source, analytics, python",[],8,"['automation', 'artificial intelligence', 'machine learning', 'engineering manager', 'data processing', 'open source', 'analytics', 'python']","automation, artificial intelligence, machine learning, engineering manager, data processing, open source, analytics, python"
Machine Learning Engineer,Good Co India,ML Engineer,United States (USA),On-site,4-8 Yrs,4,8,6.0,"150,000-200,000 PA","Bachelors or Masters degree in a technical field like Computer Science, Data Science, M...","r, scala, python, java, c++, tensorflow, cassandra, data cleansing",https://www.naukri.com/job-listings-machine-learning-engineer-ipi-technolab-united-states-usa-4-to-8-years-130226029961,"Bachelors or Masters degree in a technical field like Computer Science, Data Science, M... r, scala, python, java, c++, tensorflow, cassandra, data cleansing",[],7,"['scala', 'python', 'java', 'c++', 'tensorflow', 'cassandra', 'data cleansing']","scala, python, java, c++, tensorflow, cassandra, data cleansing"
Machine Learning Engineer,Indian Institute of Technology Delhi (IIT Delhi),ML Engineer,Hyderabad,On-site,8-10 Yrs,8,10,9.0,Not disclosed,Job Summary :       We are seeking a highly experienced and skilled Machine Lear...,"machine learning, python, natural language processing, performance testing, deep learning, tensorflow, git, automation",https://www.naukri.com/job-listings-machine-learning-engineer-iit-hyderabad-hyderabad-8-to-10-years-120226930504,"Job Summary :       We are seeking a highly experienced and skilled Machine Lear... machine learning, python, natural language processing, performance testing, deep learning, tensorflow, git, automation",[],8,"['machine learning', 'python', 'natural language processing', 'performance testing', 'deep learning', 'tensorflow', 'git', 'automation']","machine learning, python, natural language processing, performance testing, deep learning, tensorflow, git, automation"
Python / Machine Learning Engineer,Light Link Solutions,ML Engineer,Morvi,On-site,0-4 Yrs,0,4,2.0,Not disclosed,Bachelors degree in Computer Science (or related field) Hands-on experience with Python...,"computer science, training, deep learning, data management, networking, analytical, machine learning, deployment",https://www.naukri.com/job-listings-python-machine-learning-engineer-light-link-solutions-morvi-0-to-4-years-031125502845,"Bachelors degree in Computer Science (or related field) Hands-on experience with Python... computer science, training, deep learning, data management, networking, analytical, machine learning, deployment",[],8,"['computer science', 'training', 'deep learning', 'data management', 'networking', 'analytical', 'machine learning', 'deployment']","computer science, training, deep learning, data management, networking, analytical, machine learning, deployment"
AI & Machine Learning Engineer,Artpark,ML Engineer,Bengaluru,On-site,2-5 Yrs,2,5,3.5,Not disclosed,About Us    We are building an Intelligence Platform that helps Indian manufacturin...,"computer vision, deep learning, usage, machine learning, signal processing, manufacturing operations, operations, robotics",https://www.naukri.com/job-listings-ai-machine-learning-engineer-artpark-bengaluru-2-to-5-years-071125503300,"About Us    We are building an Intelligence Platform that helps Indian manufacturin... computer vision, deep learning, usage, machine learning, signal processing, manufacturing operations, operations, robotics",[],8,"['computer vision', 'deep learning', 'usage', 'machine learning', 'signal processing', 'manufacturing operations', 'operations', 'robotics']","computer vision, deep learning, usage, machine learning, signal processing, manufacturing operations, operations, robotics"
Machine Learning Engineer,Newgen,ML Engineer,Gurugram,On-site,1-4 Yrs,1,4,2.5,Not disclosed,"Bachelors or Master s degree in Computer Science, Engineering, or related field . Exper...","artificial intelligence, machine learning, aiml, deep learning, python, machine, intelligence",https://www.naukri.com/job-listings-machine-learning-engineer-newgen-gurugram-1-to-4-years-210126031219,"Bachelors or Master s degree in Computer Science, Engineering, or related field . Exper... artificial intelligence, machine learning, aiml, deep learning, python, machine, intelligence",[],7,"['artificial intelligence', 'machine learning', 'aiml', 'deep learning', 'python', 'machine', 'intelligence']","artificial intelligence, machine learning, aiml, deep learning, python, machine, intelligence"
Machine Learning Engineer II - Reco Systems & Agentic AI,Glance,ML Engineer,Bengaluru,On-site,1-10 Yrs,1,10,5.5,Not disclosed,"Apply LLMs, embeddings, retrieval-augmented architectures, and multimodal generative mo...","engineer ii, telecom, accessories, deep learning, statistical modeling, machine learning, manager technology, e-commerce",https://www.naukri.com/job-listings-machine-learning-engineer-ii-reco-systems-agentic-ai-glance-it-solution-bengaluru-1-to-10-years-231225502941,"Apply LLMs, embeddings, retrieval-augmented architectures, and multimodal generative mo... engineer ii, telecom, accessories, deep learning, statistical modeling, machine learning, manager technology, e-commerce",[],8,"['engineer ii', 'telecom', 'accessories', 'deep learning', 'statistical modeling', 'machine learning', 'manager technology', 'e-commerce']","engineer ii, telecom, accessories, deep learning, statistical modeling, machine learning, manager technology, e-commerce"
AI/ Machine Learning Engineers/ Leads/ Architects/ Mngrs- Fortune 500,Fortune 500 IT MNC,ML Engineer,Hyderabad,Hybrid,5-10 Yrs,5,10,7.5,20-35 Lacs PA,"We have 50+ urgent openings for Data Scientists, AI/ ML Engineers, Leads and Architects...","machine learning, ml engineer, gen ai, ai ml, nlp, artificial intelligence, computer vision, ml  architect",https://www.naukri.com/job-listings-ai-machine-learning-engineers-leads-architects-mngrs-fortune-500-mukul-consultants-hyderabad-pune-gurugram-chennai-bengaluru-mumbai-all-areas-5-to-10-years-191225002614,"We have 50+ urgent openings for Data Scientists, AI/ ML Engineers, Leads and Architects... machine learning, ml engineer, gen ai, ai ml, nlp, artificial intelligence, computer vision, ml  architect",[],8,"['machine learning', 'ml engineer', 'gen ai', 'ai ml', 'nlp', 'artificial intelligence', 'computer vision', 'ml  architect']","machine learning, ml engineer, gen ai, ai ml, nlp, artificial intelligence, computer vision, ml  architect"
Machine Learning Engineer,Headout,ML Engineer,Bengaluru,On-site,2-5 Yrs,2,5,3.5,Not disclosed,Headout is looking for Machine Learning Engineer to join our dynamic team and embark on...,"algorithms, python, modeling, natural language processing, neural networks, data pipeline, machine learning, artificial intelligence",https://www.naukri.com/job-listings-machine-learning-engineer-headout-bengaluru-2-to-5-years-210525505285,"Headout is looking for Machine Learning Engineer to join our dynamic team and embark on... algorithms, python, modeling, natural language processing, neural networks, data pipeline, machine learning, artificial intelligence",[],8,"['algorithms', 'python', 'modeling', 'natural language processing', 'neural networks', 'data pipeline', 'machine learning', 'artificial intelligence']","algorithms, python, modeling, natural language processing, neural networks, data pipeline, machine learning, artificial intelligence"
